MONTH,DAY_OF_WEEK,FL_DATE,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DUP,CRS_ELAPSED_TIME,DISTANCE,WEATHER_DELAY,NAS_DELAY,LATE_AIRCRAFT_DELAY,DIV_AIRPORT_LANDINGS
7,1,7/18/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1637,-16,0,0,N,115,607,,,,0
7,1,7/18/22 0:00,UA,OO,5573,ORD,SYR,715,1005,1018,13,0,0,N,110,607,,,,0
7,1,7/25/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1845,44,0,0,N,111,607,0,4,40,0
7,1,7/25/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2357,39,0,0,N,113,607,0,5,34,0
7,1,7/25/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1309,26,0,0,N,113,607,0,0,26,0
7,1,7/25/22 0:00,B6,B6,2516,JFK,SYR,2259,13,,,1,0,N,74,209,,,,0
7,1,7/25/22 0:00,DL,9E,5090,JFK,SYR,2200,2337,2318,-19,0,0,N,97,209,,,,0
7,1,7/25/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1105,12,0,0,N,84,209,,,,0
7,1,7/25/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2350,-9,0,0,N,114,607,,,,0
7,1,7/25/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1646,-7,0,0,N,115,607,,,,0
7,1,7/25/22 0:00,UA,OO,5573,ORD,SYR,715,1005,1008,3,0,0,N,110,607,,,,0
7,2,7/5/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1752,-9,0,0,N,111,607,,,,0
7,2,7/5/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,150,152,0,0,N,113,607,139,13,0,0
7,2,7/5/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1220,-23,0,0,N,113,607,,,,0
7,2,7/5/22 0:00,B6,B6,2516,JFK,SYR,2259,13,54,41,0,0,N,74,209,0,13,18,0
7,2,7/5/22 0:00,DL,9E,4884,JFK,SYR,929,1053,1035,-18,0,0,N,84,209,,,,0
7,2,7/5/22 0:00,DL,9E,4981,JFK,SYR,1650,1830,1823,-7,0,0,N,100,209,,,,0
7,2,7/5/22 0:00,DL,9E,5036,JFK,SYR,2200,2337,2354,17,0,0,N,97,209,0,17,0,0
7,2,7/5/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,38,39,0,0,N,114,607,34,5,0,0
7,2,7/5/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1652,-1,0,0,N,115,607,,,,0
7,2,7/12/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1754,-7,0,0,N,111,607,,,,0
7,2,7/12/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2310,-8,0,0,N,113,607,,,,0
7,2,7/12/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1233,-10,0,0,N,113,607,,,,0
7,2,7/12/22 0:00,B6,B6,2516,JFK,SYR,2259,13,21,8,0,0,N,74,209,,,,0
7,2,7/12/22 0:00,DL,9E,5090,JFK,SYR,2230,7,2336,-31,0,0,N,97,209,,,,0
7,2,7/12/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1035,-18,0,0,N,84,209,,,,0
7,2,7/12/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,1,2,0,0,N,114,607,,,,0
7,2,7/12/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1638,-15,0,0,N,115,607,,,,0
7,2,7/19/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1752,-9,0,0,N,111,607,,,,0
7,2,7/19/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2303,-15,0,0,N,113,607,,,,0
7,2,7/19/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1231,-12,0,0,N,113,607,,,,0
7,2,7/19/22 0:00,B6,B6,2516,JFK,SYR,2259,13,20,7,0,0,N,74,209,,,,0
7,2,7/19/22 0:00,DL,9E,5090,JFK,SYR,2230,7,3,-4,0,0,N,97,209,,,,0
7,2,7/19/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1029,-24,0,0,N,84,209,,,,0
7,2,7/19/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2351,-8,0,0,N,114,607,,,,0
7,2,7/19/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1649,-4,0,0,N,115,607,,,,0
7,2,7/26/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1750,-11,0,0,N,111,607,,,,0
7,2,7/26/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2308,-10,0,0,N,113,607,,,,0
7,2,7/26/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1237,-6,0,0,N,113,607,,,,0
7,2,7/26/22 0:00,B6,B6,2516,JFK,SYR,2259,13,6,-7,0,0,N,74,209,,,,0
7,2,7/26/22 0:00,DL,9E,5090,JFK,SYR,2230,7,2350,-17,0,0,N,97,209,,,,0
7,2,7/26/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1045,-8,0,0,N,84,209,,,,0
7,2,7/26/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2357,-2,0,0,N,114,607,,,,0
7,2,7/26/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1637,-16,0,0,N,115,607,,,,0
7,3,7/6/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1753,-8,0,0,N,111,607,,,,0
7,3,7/6/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2314,-4,0,0,N,113,607,,,,0
7,3,7/6/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1241,-2,0,0,N,113,607,,,,0
7,3,7/6/22 0:00,B6,B6,2516,JFK,SYR,2259,13,8,-5,0,0,N,74,209,,,,0
7,3,7/6/22 0:00,DL,9E,4884,JFK,SYR,929,1053,1047,-6,0,0,N,84,209,,,,0
7,3,7/6/22 0:00,DL,9E,4981,JFK,SYR,1650,1830,1813,-17,0,0,N,100,209,,,,0
7,3,7/6/22 0:00,DL,9E,5036,JFK,SYR,2200,2337,2303,-34,0,0,N,97,209,,,,0
7,3,7/6/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2356,-3,0,0,N,114,607,,,,0
7,3,7/6/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1634,-19,0,0,N,115,607,,,,0
7,3,7/13/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1750,-11,0,0,N,111,607,,,,0
7,3,7/13/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2318,0,0,0,N,113,607,,,,0
7,3,7/13/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1229,-14,0,0,N,113,607,,,,0
7,3,7/13/22 0:00,B6,B6,2516,JFK,SYR,2259,13,110,57,0,0,N,74,209,0,0,0,0
7,3,7/13/22 0:00,DL,9E,5090,JFK,SYR,2230,7,2359,-8,0,0,N,97,209,,,,0
7,3,7/13/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1037,-16,0,0,N,84,209,,,,0
7,3,7/13/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2346,-13,0,0,N,114,607,,,,0
7,3,7/13/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1705,12,0,0,N,115,607,,,,0
7,3,7/20/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1844,43,0,0,N,111,607,0,0,43,0
7,3,7/20/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,31,73,0,0,N,113,607,0,0,0,0
7,3,7/20/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1259,16,0,0,N,113,607,0,3,13,0
7,3,7/20/22 0:00,B6,B6,2516,JFK,SYR,2259,13,30,17,0,0,N,74,209,0,0,0,0
7,3,7/20/22 0:00,DL,9E,5090,JFK,SYR,2230,7,2337,-30,0,0,N,97,209,,,,0
7,3,7/20/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1037,-16,0,0,N,84,209,,,,0
7,3,7/20/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2357,-2,0,0,N,114,607,,,,0
7,3,7/20/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1757,64,0,0,N,115,607,0,8,55,0
7,3,7/27/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1823,22,0,0,N,111,607,0,22,0,0
7,3,7/27/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2258,-20,0,0,N,113,607,,,,0
7,3,7/27/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1320,37,0,0,N,113,607,0,0,0,0
7,3,7/27/22 0:00,B6,B6,2516,JFK,SYR,2259,13,23,10,0,0,N,74,209,,,,0
7,3,7/27/22 0:00,DL,9E,5090,JFK,SYR,2230,7,2341,-26,0,0,N,97,209,,,,0
7,3,7/27/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1103,10,0,0,N,84,209,,,,0
7,3,7/27/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2348,-11,0,0,N,114,607,,,,0
7,3,7/27/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1702,9,0,0,N,115,607,,,,0
7,4,7/7/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1745,-16,0,0,N,111,607,,,,0
7,4,7/7/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2317,-1,0,0,N,113,607,,,,0
7,4,7/7/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1252,9,0,0,N,113,607,,,,0
7,4,7/7/22 0:00,B6,B6,2516,JFK,SYR,2259,13,4,-9,0,0,N,74,209,,,,0
7,4,7/7/22 0:00,DL,9E,4884,JFK,SYR,929,1053,1050,-3,0,0,N,84,209,,,,0
7,4,7/7/22 0:00,DL,9E,4981,JFK,SYR,1650,1830,1759,-31,0,0,N,100,209,,,,0
7,4,7/7/22 0:00,DL,9E,5036,JFK,SYR,2200,2337,2314,-23,0,0,N,97,209,,,,0
7,4,7/7/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2340,-19,0,0,N,114,607,,,,0
7,4,7/7/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1638,-15,0,0,N,115,607,,,,0
7,4,7/7/22 0:00,UA,OO,5573,ORD,SYR,715,1005,949,-16,0,0,N,110,607,,,,0
7,4,7/14/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1803,2,0,0,N,111,607,,,,0
7,4,7/14/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2316,-2,0,0,N,113,607,,,,0
7,4,7/14/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1233,-10,0,0,N,113,607,,,,0
7,4,7/14/22 0:00,B6,B6,2516,JFK,SYR,2259,13,24,11,0,0,N,74,209,,,,0
7,4,7/14/22 0:00,DL,9E,5090,JFK,SYR,2200,2337,2313,-24,0,0,N,97,209,,,,0
7,4,7/14/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1038,-15,0,0,N,84,209,,,,0
7,4,7/14/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2347,-12,0,0,N,114,607,,,,0
7,4,7/14/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1659,6,0,0,N,115,607,,,,0
7,4,7/14/22 0:00,UA,OO,5573,ORD,SYR,715,1005,1004,-1,0,0,N,110,607,,,,0
7,4,7/21/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1744,-17,0,0,N,111,607,,,,0
7,4,7/21/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,19,61,0,0,N,113,607,0,3,58,0
7,4,7/21/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1217,-26,0,0,N,113,607,,,,0
7,4,7/21/22 0:00,B6,B6,2516,JFK,SYR,2259,13,102,49,0,0,N,74,209,0,0,44,0
7,4,7/21/22 0:00,DL,9E,5090,JFK,SYR,2200,2337,43,66,0,0,N,97,209,0,16,42,0
7,4,7/21/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1035,-18,0,0,N,84,209,,,,0
7,4,7/21/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,16,17,0,0,N,114,607,0,2,0,0
7,4,7/21/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1631,-22,0,0,N,115,607,,,,0
7,4,7/21/22 0:00,UA,OO,5573,ORD,SYR,715,1005,1005,0,0,0,N,110,607,,,,0
7,4,7/28/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1750,-11,0,0,N,111,607,,,,0
7,4,7/28/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2306,-12,0,0,N,113,607,,,,0
7,4,7/28/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1215,-28,0,0,N,113,607,,,,0
7,4,7/28/22 0:00,B6,B6,2516,JFK,SYR,2259,13,2359,-14,0,0,N,74,209,,,,0
7,4,7/28/22 0:00,DL,9E,5090,JFK,SYR,2200,2337,,,1,0,N,97,209,,,,0
7,4,7/28/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1023,-30,0,0,N,84,209,,,,0
7,4,7/28/22 0:00,UA,UA,288,ORD,SYR,1358,1653,,,1,0,N,115,607,,,,0
7,4,7/28/22 0:00,UA,UA,376,ORD,SYR,2130,24,12,-12,0,0,N,114,607,,,,0
7,4,7/28/22 0:00,UA,OO,5573,ORD,SYR,715,1005,1002,-3,0,0,N,110,607,,,,0
7,5,7/1/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1744,-17,0,0,N,111,607,,,,0
7,5,7/1/22 0:00,AA,YX,4798,ORD,SYR,2024,2317,2256,-21,0,0,N,113,607,,,,0
7,5,7/1/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1233,-10,0,0,N,113,607,,,,0
7,5,7/1/22 0:00,B6,B6,2516,JFK,SYR,2259,13,56,43,0,0,N,74,209,0,6,6,0
7,5,7/1/22 0:00,DL,9E,4884,JFK,SYR,929,1053,1024,-29,0,0,N,84,209,,,,0
7,5,7/1/22 0:00,DL,9E,4981,JFK,SYR,1650,1830,1837,7,0,0,N,100,209,,,,0
7,5,7/1/22 0:00,DL,9E,5036,JFK,SYR,2230,7,40,33,0,0,N,97,209,0,0,0,0
7,5,7/1/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,18,19,0,0,N,114,607,0,0,14,0
7,5,7/1/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1646,-7,0,0,N,115,607,,,,0
7,5,7/1/22 0:00,UA,OO,5573,ORD,SYR,715,1005,959,-6,0,0,N,110,607,,,,0
7,5,7/8/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1741,-20,0,0,N,111,607,,,,0
7,5,7/8/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2300,-18,0,0,N,113,607,,,,0
7,5,7/8/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1230,-13,0,0,N,113,607,,,,0
7,5,7/8/22 0:00,B6,B6,2516,JFK,SYR,2259,13,21,8,0,0,N,74,209,,,,0
7,5,7/8/22 0:00,DL,9E,4884,JFK,SYR,929,1053,1041,-12,0,0,N,84,209,,,,0
7,5,7/8/22 0:00,DL,9E,4981,JFK,SYR,1650,1830,1831,1,0,0,N,100,209,,,,0
7,5,7/8/22 0:00,DL,9E,5036,JFK,SYR,2230,7,2,-5,0,0,N,97,209,,,,0
7,5,7/8/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2348,-11,0,0,N,114,607,,,,0
7,5,7/8/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1635,-18,0,0,N,115,607,,,,0
7,5,7/8/22 0:00,UA,OO,5573,ORD,SYR,715,1005,1143,98,0,0,N,110,607,0,0,0,0
7,5,7/15/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1752,-9,0,0,N,111,607,,,,0
7,5,7/15/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2307,-11,0,0,N,113,607,,,,0
7,5,7/15/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1336,53,0,0,N,113,607,0,0,53,0
7,5,7/15/22 0:00,B6,B6,2516,JFK,SYR,2259,13,41,28,0,0,N,74,209,0,1,0,0
7,5,7/15/22 0:00,DL,9E,5090,JFK,SYR,2230,7,47,40,0,0,N,97,209,0,0,0,0
7,5,7/15/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1026,-27,0,0,N,84,209,,,,0
7,5,7/15/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,109,70,0,0,N,114,607,0,0,65,0
7,5,7/15/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1736,43,0,0,N,115,607,0,0,43,0
7,5,7/15/22 0:00,UA,OO,5573,ORD,SYR,715,1005,,,1,0,N,110,607,,,,0
7,5,7/22/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1759,-2,0,0,N,111,607,,,,0
7,5,7/22/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2340,22,0,0,N,113,607,0,15,0,0
7,5,7/22/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1252,9,0,0,N,113,607,,,,0
7,5,7/22/22 0:00,B6,B6,2516,JFK,SYR,2259,13,50,37,0,0,N,74,209,0,0,1,0
7,5,7/22/22 0:00,DL,9E,5090,JFK,SYR,2230,7,,,1,0,N,97,209,,,,0
7,5,7/22/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1038,-15,0,0,N,84,209,,,,0
7,5,7/22/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,48,49,0,0,N,114,607,0,16,0,0
7,5,7/22/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1632,-21,0,0,N,115,607,,,,0
7,5,7/22/22 0:00,UA,OO,5573,ORD,SYR,715,1005,1004,-1,0,0,N,110,607,,,,0
7,5,7/29/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1753,-8,0,0,N,111,607,,,,0
7,5,7/29/22 0:00,AA,YX,4798,ORD,SYR,2025,2318,2315,-3,0,0,N,113,607,,,,0
7,5,7/29/22 0:00,AA,YX,4907,ORD,SYR,950,1243,1224,-19,0,0,N,113,607,,,,0
7,5,7/29/22 0:00,B6,B6,2516,JFK,SYR,2259,13,18,5,0,0,N,74,209,,,,0
7,5,7/29/22 0:00,DL,9E,5090,JFK,SYR,2230,7,2346,-21,0,0,N,97,209,,,,0
7,5,7/29/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1114,21,0,0,N,84,209,0,0,0,0
7,5,7/29/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,16,17,0,0,N,114,607,0,0,0,0
7,5,7/29/22 0:00,UA,UA,288,ORD,SYR,1358,1653,1715,22,0,0,N,115,607,0,0,9,0
7,5,7/29/22 0:00,UA,OO,5573,ORD,SYR,715,1005,1002,-3,0,0,N,110,607,,,,0
7,6,7/2/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1746,-15,0,0,N,111,607,,,,0
7,6,7/2/22 0:00,AA,YX,4798,ORD,SYR,2035,2327,2318,-9,0,0,N,112,607,,,,0
7,6,7/2/22 0:00,B6,B6,2516,JFK,SYR,2259,13,106,53,0,0,N,74,209,0,0,21,0
7,6,7/2/22 0:00,DL,9E,4884,JFK,SYR,929,1053,1037,-16,0,0,N,84,209,,,,0
7,6,7/2/22 0:00,DL,9E,4981,JFK,SYR,1650,1830,1824,-6,0,0,N,100,209,,,,0
7,6,7/2/22 0:00,DL,9E,5036,JFK,SYR,2200,2337,2311,-26,0,0,N,97,209,,,,0
7,6,7/2/22 0:00,UA,UA,535,ORD,SYR,2121,15,14,-1,0,0,N,114,607,,,,0
7,6,7/2/22 0:00,UA,OO,5415,ORD,SYR,1400,1700,1641,-19,0,0,N,120,607,,,,0
7,6,7/2/22 0:00,WN,WN,4667,MCO,SYR,1110,1355,1346,-9,0,0,N,165,1053,,,,0
7,6,7/9/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1757,-4,0,0,N,111,607,,,,0
7,6,7/9/22 0:00,AA,YX,4798,ORD,SYR,2035,2327,2327,0,0,0,N,112,607,,,,0
7,6,7/9/22 0:00,B6,B6,2516,JFK,SYR,2259,13,200,107,0,0,N,74,209,0,0,80,0
7,6,7/9/22 0:00,DL,9E,4884,JFK,SYR,931,1055,1111,16,0,0,N,84,209,0,16,0,0
7,6,7/9/22 0:00,DL,9E,4981,JFK,SYR,1650,1830,1813,-17,0,0,N,100,209,,,,0
7,6,7/9/22 0:00,DL,9E,5036,JFK,SYR,2200,2337,2309,-28,0,0,N,97,209,,,,0
7,6,7/9/22 0:00,UA,UA,535,ORD,SYR,2121,15,17,2,0,0,N,114,607,,,,0
7,6,7/9/22 0:00,UA,OO,5415,ORD,SYR,1400,1700,1646,-14,0,0,N,120,607,,,,0
7,6,7/9/22 0:00,WN,WN,4667,MCO,SYR,1110,1355,1554,119,0,0,N,165,1053,0,0,50,0
7,6,7/16/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1800,-1,0,0,N,111,607,,,,0
7,6,7/16/22 0:00,AA,YX,4798,ORD,SYR,2035,2327,2336,9,0,0,N,112,607,,,,0
7,6,7/16/22 0:00,B6,B6,2516,JFK,SYR,2259,13,40,27,0,0,N,74,209,0,0,0,0
7,6,7/16/22 0:00,DL,9E,5090,JFK,SYR,2230,7,9,2,0,0,N,97,209,,,,0
7,6,7/16/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1037,-16,0,0,N,84,209,,,,0
7,6,7/16/22 0:00,UA,UA,535,ORD,SYR,2121,15,13,-2,0,0,N,114,607,,,,0
7,6,7/16/22 0:00,UA,OO,5415,ORD,SYR,1400,1700,1648,-12,0,0,N,120,607,,,,0
7,6,7/16/22 0:00,WN,WN,4667,MCO,SYR,1110,1355,1426,31,0,0,N,165,1053,0,21,0,0
7,6,7/23/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1857,56,0,0,N,111,607,0,0,28,0
7,6,7/23/22 0:00,AA,YX,4798,ORD,SYR,2035,2327,23,56,0,0,N,112,607,0,6,6,0
7,6,7/23/22 0:00,B6,B6,2516,JFK,SYR,2259,13,10,-3,0,0,N,74,209,,,,0
7,6,7/23/22 0:00,DL,9E,5090,JFK,SYR,2230,7,17,10,0,0,N,97,209,,,,0
7,6,7/23/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1033,-20,0,0,N,84,209,,,,0
7,6,7/23/22 0:00,UA,UA,535,ORD,SYR,2121,15,8,-7,0,0,N,114,607,,,,0
7,6,7/23/22 0:00,UA,OO,5415,ORD,SYR,1400,1700,1719,19,0,0,N,120,607,0,0,0,0
7,6,7/23/22 0:00,WN,WN,4667,MCO,SYR,1110,1355,1428,33,0,0,N,165,1053,0,0,25,0
7,6,7/30/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1800,-1,0,0,N,111,607,,,,0
7,6,7/30/22 0:00,AA,YX,4798,ORD,SYR,2035,2327,2337,10,0,0,N,112,607,,,,0
7,6,7/30/22 0:00,B6,B6,2516,JFK,SYR,2259,13,2,-11,0,0,N,74,209,,,,0
7,6,7/30/22 0:00,DL,9E,5090,JFK,SYR,2230,7,2332,-35,0,0,N,97,209,,,,0
7,6,7/30/22 0:00,DL,9E,5202,JFK,SYR,929,1053,1039,-14,0,0,N,84,209,,,,0
7,6,7/30/22 0:00,UA,UA,535,ORD,SYR,2121,15,5,-10,0,0,N,114,607,,,,0
7,6,7/30/22 0:00,UA,OO,5415,ORD,SYR,1400,1700,1643,-17,0,0,N,120,607,,,,0
7,6,7/30/22 0:00,WN,WN,4667,MCO,SYR,1110,1355,1348,-7,0,0,N,165,1053,,,,0
7,7,7/3/22 0:00,AA,YX,4794,ORD,SYR,1510,1801,1753,-8,0,0,N,111,607,,,,0
7,7,7/3/22 0:00,AA,YX,4907,ORD,SYR,1150,1443,1424,-19,0,0,N,113,607,,,,0
7,7,7/3/22 0:00,B6,B6,2516,JFK,SYR,2259,13,22,9,0,0,N,74,209,,,,0
7,7,7/3/22 0:00,DL,9E,4884,JFK,SYR,929,1053,1039,-14,0,0,N,84,209,,,,0
7,7,7/3/22 0:00,DL,9E,4981,JFK,SYR,1650,1830,1819,-11,0,0,N,100,209,,,,0
7,7,7/3/22 0:00,DL,9E,5036,JFK,SYR,2230,7,8,1,0,0,N,97,209,,,,0
7,7,7/3/22 0:00,UA,UA,1503,ORD,SYR,2105,2359,2334,-25,0,0,N,114,607,,,,0
