name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
syracuse,2022-01-01T21:00:00,40.9,35.6,39.7,95.5,0.055,100,rain,0.0,0.0,,8.1,312.0,1005.7,100.0,4.9,0,0.0,0,,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-01T22:00:00,38.8,33.0,38.7,99.47,0.063,100,rain,0.0,0.0,19.7,8.2,304.0,1005.2,100.0,6.8,0,0.0,0,,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-01T23:00:00,37.9,33.2,37.8,99.59,0.02,100,rain,0.0,0.0,,6.1,303.0,1004.0,100.0,6.8,0,0.0,0,,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T00:00:00,37.0,32.2,36.9,99.52,0.05,100,rain,0.0,0.0,,6.0,293.0,1005.0,100.0,6.2,0,0.0,0,,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T01:00:00,35.8,29.4,34.9,96.32,0.026,100,rain,0.0,0.0,19.7,8.2,293.0,1005.5,100.0,6.4,0,0.0,0,,"Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T02:00:00,34.0,26.5,33.0,96.14,0.005,100,"rain,snow",0.0,0.0,21.9,9.4,303.0,1005.2,100.0,6.8,0,0.0,0,,"Snow, Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T03:00:00,33.0,26.0,31.8,95.11,0.011,100,"rain,snow",0.0,0.0,20.8,8.3,313.0,1005.3,100.0,6.9,0,0.0,0,,"Snow, Rain, Overcast",rain,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T04:00:00,31.9,25.2,31.7,99.4,0.011,100,"rain,snow",0.0,0.0,20.8,7.2,313.0,1005.2,100.0,3.2,0,0.0,0,,"Snow, Rain, Overcast",snow,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T05:00:00,30.7,21.5,29.7,96.06,0.011,100,"rain,snow",0.0,0.0,16.1,11.3,284.0,1005.4,100.0,6.3,0,0.0,0,,"Snow, Rain, Overcast",snow,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T06:00:00,29.8,22.1,28.8,96.06,0.011,100,"rain,snow",0.0,0.0,,8.1,303.0,1004.6,100.0,8.2,0,0.0,0,,"Snow, Rain, Overcast",snow,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T07:00:00,29.8,21.5,27.9,92.67,0.0,0,,0.0,0.0,,9.1,283.0,1005.1,100.0,8.5,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T08:00:00,28.9,19.7,26.7,91.56,0.0,0,,0.0,0.0,19.7,10.4,293.0,1006.0,100.0,6.1,2,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,F3743,KRME"
syracuse,2022-01-02T09:00:00,28.0,18.0,24.9,88.07,0.0,0,snow,0.01,0.01,21.9,11.5,302.0,1007.2,100.0,2.5,10,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T10:00:00,25.0,13.1,20.9,84.18,0.0,0,snow,0.01,0.02,21.9,13.8,303.0,1008.8,100.0,1.2,35,0.1,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T11:00:00,23.0,11.1,20.8,91.35,0.011,100,snow,0.01,0.02,23.0,12.7,313.0,1009.1,100.0,1.3,76,0.3,1,,"Snow, Overcast",snow,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T12:00:00,21.9,11.1,19.9,92.2,0.019,100,snow,0.01,0.03,17.2,10.1,303.0,1009.5,100.0,0.6,96,0.3,1,,"Snow, Overcast",snow,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T13:00:00,23.0,12.4,20.8,91.14,0.011,100,snow,0.01,0.04,,10.2,283.0,1009.9,100.0,4.9,94,0.3,1,,"Snow, Overcast",snow,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T14:00:00,23.0,11.9,20.8,91.34,0.0,0,snow,0.01,0.05,,11.2,301.0,1011.1,100.0,8.5,40,0.1,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T15:00:00,23.0,12.4,20.9,91.52,0.0,0,snow,0.01,0.05,,10.2,310.0,1012.4,100.0,3.2,24,0.1,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T16:00:00,23.0,12.5,21.7,94.88,0.0,0,snow,0.01,0.06,,10.1,273.0,1014.3,100.0,3.1,15,0.1,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T17:00:00,24.1,15.3,20.9,87.35,0.011,100,snow,0.01,0.07,,7.9,292.0,1016.5,100.0,8.7,1,0.0,0,,"Snow, Overcast",snow,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-02T18:00:00,24.1,14.7,21.7,90.57,0.0,0,snow,0.01,0.08,,8.8,291.0,1017.8,100.0,6.2,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T19:00:00,24.1,18.1,21.7,90.51,0.0,0,snow,0.01,0.09,,4.7,301.0,1018.3,100.0,8.7,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T20:00:00,24.0,16.0,21.6,90.54,0.0,0,snow,0.01,0.09,,6.8,338.0,1018.8,99.9,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775"
syracuse,2022-01-02T21:00:00,21.7,13.1,19.8,92.07,0.0,0,snow,0.01,0.1,,6.9,343.0,1019.8,98.6,8.8,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-02T22:00:00,20.7,14.1,17.7,87.74,0.0,0,snow,0.01,0.11,,4.7,343.0,1020.0,99.6,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775"
syracuse,2022-01-02T23:00:00,19.8,10.1,16.6,87.33,0.0,0,snow,0.01,0.12,,7.9,3.0,1020.6,98.5,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T00:00:00,18.9,10.8,10.8,70.39,0.0,0,snow,0.01,0.12,,5.8,352.0,1021.6,99.8,8.8,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T01:00:00,17.7,9.4,5.0,57.08,0.0,0,snow,0.01,0.13,,5.8,323.0,1022.4,99.0,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T02:00:00,15.0,7.8,7.9,73.13,0.0,0,snow,0.01,0.14,,4.4,321.0,1022.9,48.4,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T03:00:00,14.9,7.7,8.8,76.25,0.0,0,snow,0.01,0.15,,4.4,311.0,1023.5,3.5,9.9,0,0.0,0,,Clear,clear-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T04:00:00,13.9,6.5,10.0,84.04,0.0,0,snow,0.01,0.16,,4.5,331.0,1024.5,98.6,9.7,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T05:00:00,15.0,9.1,8.8,76.01,0.0,0,snow,0.01,0.16,,3.6,352.0,1024.9,99.8,8.5,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T06:00:00,15.7,10.0,9.8,76.91,0.0,0,snow,0.01,0.17,,3.5,352.0,1025.1,98.5,8.5,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T07:00:00,15.7,7.0,9.7,76.82,0.0,0,snow,0.01,0.18,,5.8,351.0,1025.1,98.6,8.7,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T08:00:00,14.8,6.1,8.6,75.92,0.0,0,snow,0.01,0.19,,5.7,343.0,1024.9,98.6,8.6,6,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T09:00:00,14.9,5.2,8.6,75.82,0.0,0,,0.0,0.14,,6.7,340.0,1026.9,88.2,8.8,27,0.1,0,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T10:00:00,14.9,5.1,8.7,75.92,0.0,0,,0.0,0.13,,6.8,301.0,1027.1,84.3,9.9,103,0.4,1,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T11:00:00,16.8,7.2,9.8,73.63,0.0,0,,0.0,0.13,,6.9,300.0,1026.6,64.3,9.9,234,0.8,2,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T12:00:00,16.9,8.4,5.0,58.82,0.0,0,,0.0,0.13,,5.8,291.0,1026.1,64.3,9.9,252,0.9,3,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T13:00:00,17.8,8.5,6.2,59.66,0.0,0,,0.0,0.13,,6.9,309.0,1025.2,84.3,9.9,297,1.1,3,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T14:00:00,19.1,11.9,4.0,51.24,0.0,0,,0.0,0.12,,5.0,320.0,1025.1,47.3,9.9,345,1.2,3,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T15:00:00,19.9,9.2,7.0,56.89,0.0,0,,0.0,0.12,,9.3,320.0,1024.8,26.2,9.9,293,1.1,3,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T16:00:00,19.0,6.1,8.0,61.59,0.0,0,,0.0,0.12,,12.7,310.0,1024.9,27.2,9.9,172,0.6,2,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T17:00:00,16.9,5.7,8.8,69.79,0.0,0,,0.0,0.11,,9.1,301.0,1025.8,48.4,9.9,39,0.1,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-03T18:00:00,15.0,6.3,8.7,75.56,0.0,0,,0.0,0.11,,5.7,292.0,1026.4,47.3,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T19:00:00,15.0,6.4,7.9,73.04,0.0,0,,0.0,0.11,,5.6,302.0,1026.6,26.2,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T20:00:00,12.7,3.5,6.9,77.32,0.0,0,,0.0,0.1,,5.8,335.0,1027.5,29.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T21:00:00,11.8,11.8,6.1,77.44,0.0,0,,0.0,0.1,,0.0,0.0,1027.2,29.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T22:00:00,11.7,11.7,6.9,80.38,0.0,0,,0.0,0.1,,0.0,0.0,1027.6,50.8,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-03T23:00:00,11.7,11.7,6.8,80.38,0.0,0,,0.0,0.09,,0.0,0.0,1027.8,94.7,8.8,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T00:00:00,11.7,6.0,7.7,83.9,0.0,0,,0.0,0.09,,3.2,97.0,1027.7,84.3,8.8,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T01:00:00,10.8,10.8,4.8,76.47,0.0,0,,0.0,0.09,,0.1,10.0,1027.6,48.6,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T02:00:00,10.9,5.1,8.7,90.78,0.0,0,,0.0,0.09,,3.2,147.0,1027.6,30.6,9.8,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775"
syracuse,2022-01-04T03:00:00,11.0,3.1,8.8,90.66,0.0,0,,0.0,0.08,,4.4,117.0,1027.7,51.2,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T04:00:00,15.8,15.8,12.5,86.47,0.0,0,,0.0,0.08,,0.1,3.0,1027.1,99.0,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T05:00:00,18.7,10.7,13.6,80.12,0.0,0,,0.0,0.08,,5.7,110.0,1026.4,98.0,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T06:00:00,17.7,9.5,14.8,88.1,0.0,0,,0.0,0.07,,5.8,91.0,1026.8,100.0,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T07:00:00,17.8,10.8,14.9,88.31,0.0,0,,0.0,0.07,,4.7,101.0,1026.7,98.0,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T08:00:00,17.0,10.0,14.9,91.62,0.0,0,,0.0,0.07,,4.5,79.0,1026.8,89.2,9.9,14,0.1,0,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,KFZY,72519664775,0534W,KRME"
syracuse,2022-01-04T09:00:00,19.1,12.3,16.8,90.83,0.0,0,,0.0,0.05,,4.7,100.0,1026.7,89.6,9.9,69,0.2,1,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T10:00:00,24.0,19.6,19.8,83.63,0.0,0,,0.0,0.05,,3.4,130.0,1026.4,100.0,9.9,169,0.6,2,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T11:00:00,29.7,21.4,21.7,71.66,0.0,0,,0.0,0.05,,9.0,179.0,1025.9,87.7,9.9,184,0.7,2,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T12:00:00,31.9,23.5,24.0,72.53,0.0,0,,0.0,0.05,,10.1,217.0,1025.0,89.6,9.9,327,1.2,3,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T13:00:00,33.0,25.5,24.0,69.18,0.0,0,,0.0,0.04,,9.0,240.0,1024.3,100.0,9.9,210,0.8,2,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T14:00:00,33.0,25.6,24.9,71.82,0.0,0,,0.0,0.04,,9.0,239.0,1024.3,100.0,9.9,256,0.9,3,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T15:00:00,33.9,27.7,24.9,69.28,0.0,0,,0.0,0.04,,7.1,190.0,1023.4,52.2,9.9,307,1.1,3,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T16:00:00,34.0,28.6,24.9,69.16,0.0,0,,0.0,0.04,,5.9,161.0,1022.9,47.7,9.9,153,0.6,2,,Partially cloudy,partly-cloudy-day,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T17:00:00,31.9,27.2,24.0,72.48,0.0,0,,0.0,0.04,,4.7,110.0,1022.7,47.3,9.9,32,0.1,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-04T18:00:00,31.8,24.7,22.9,69.24,0.0,0,,0.0,0.04,,7.9,140.0,1022.0,47.3,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T19:00:00,32.9,25.4,20.9,61.05,0.0,0,,0.0,0.04,,8.9,139.0,1021.3,47.3,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T20:00:00,33.7,27.1,20.9,58.92,0.0,0,,0.0,0.03,,7.8,150.0,1020.9,26.2,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T21:00:00,29.0,22.0,20.8,71.3,0.0,0,,0.0,0.03,,6.8,91.0,1020.2,47.3,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T22:00:00,29.8,22.2,20.0,66.37,0.0,0,,0.0,0.03,,7.9,130.0,1019.0,47.3,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-04T23:00:00,28.2,24.2,19.1,68.34,0.0,0,,0.0,0.03,,3.6,31.0,1017.7,47.3,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T00:00:00,25.3,19.3,19.0,76.91,0.0,0,,0.0,0.03,,4.9,82.0,1016.9,47.3,9.9,0,0.0,0,,Partially cloudy,partly-cloudy-night,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T01:00:00,29.8,22.9,17.1,58.75,0.0,0,,0.0,0.03,,7.0,82.0,1016.0,94.7,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T02:00:00,32.9,26.6,15.3,47.97,0.0,0,,0.0,0.02,,6.9,127.0,1015.2,94.7,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T03:00:00,32.9,25.4,17.1,51.71,0.0,0,,0.0,0.02,,9.0,140.0,1013.8,94.7,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T04:00:00,33.7,27.8,17.0,49.95,0.0,0,,0.0,0.02,,6.7,150.0,1012.4,94.7,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T05:00:00,33.8,29.4,17.0,49.8,0.0,0,,0.0,0.02,,4.8,132.0,1010.9,94.7,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T06:00:00,33.8,27.1,17.9,51.77,0.0,0,,0.0,0.02,,7.9,159.0,1009.9,94.7,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T07:00:00,33.9,25.5,19.1,54.27,0.0,0,,0.0,0.02,18.3,11.2,169.0,1009.1,94.7,9.9,0,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,KFZY,72519664775,KRME"
syracuse,2022-01-05T08:00:00,33.0,24.4,20.8,60.45,0.0,0,,0.0,0.02,20.8,11.2,160.0,1008.0,94.7,9.9,11,0.0,0,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-05T09:00:00,34.0,24.6,21.8,60.5,0.0,0,,0.0,0.01,19.7,13.9,170.0,1008.0,94.7,9.9,62,0.2,1,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-05T10:00:00,35.0,27.3,24.1,64.06,0.0,0,,0.0,0.01,22.0,10.3,161.0,1007.8,94.7,9.9,114,0.4,1,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
syracuse,2022-01-05T11:00:00,37.0,27.4,24.1,59.27,0.0,0,,0.0,0.01,24.0,17.1,180.0,1007.3,98.6,9.9,177,0.6,2,,Overcast,cloudy,"KSYR,72519014771,72514654773,AS511,KFZY,72519664775,KRME"
